RISKCODE,KINDCODE,AGE,SEX,USEYEARS,policycode,YEARS,Device_ID,Counts
交强险,交强险,30,1,4,P5739,0.254794520547945,863158026722530,0
交强险,交强险,33,2,3,P5740,0.263013698630137,863158026710865,0
交强险,交强险,31,2,3,P5741,0.213698630136986,863158026702805,0
交强险,交强险,43,2,3,P5742,0.257534246575342,863158026732307,0
交强险,交强险,30,2,5,P5743,0.147945205479452,863158020782142,0
交强险,交强险,49,1,4,P5744,0.167123287671233,866699027795949,0
交强险,交强险,31,2,5,P5745,0.175342465753425,863158026723314,0
交强险,交强险,40,1,8,P5746,0.123287671232877,863158026706590,0
交强险,交强险,38,1,3,P5747,0.178082191780822,863158026708950,0
交强险,交强险,45,1,7,P5749,0.0164383561643836,863158026710014,0
商业险费改前,车损险,32,1,2,P5757,1,863158026728479,1
商业险费改前,三者险,32,1,2,P5757,1,863158026728479,1
商业险费改前,车上人员险驾驶,32,1,2,P5757,1,863158026728479,0
商业险费改前,车上人员险乘客,32,1,2,P5757,1,863158026728479,0
商业险费改前,盗抢险,32,1,2,P5757,1,863158026728479,0
商业险费改前,车上人员险乘客,26,1,0,P5758,1,863158026732158,0
商业险费改前,三者险,26,1,0,P5758,1,863158026732158,1
商业险费改前,车上人员险驾驶,26,1,0,P5758,1,863158026732158,0
商业险费改前,盗抢险,26,1,0,P5758,1,863158026732158,0
商业险费改前,车损险,26,1,0,P5758,1,863158026732158,1
商业险费改前,车上人员险驾驶,51,1,2,P5759,1,863158026731283,0
商业险费改前,三者险,51,1,2,P5759,1,863158026731283,3
商业险费改前,车上人员险乘客,51,1,2,P5759,1,863158026731283,0
商业险费改前,车损险,51,1,2,P5759,1,863158026731283,3
商业险费改前,车上人员险乘客,28,1,0,P5760,1,863158026727927,0
商业险费改前,车上人员险驾驶,28,1,0,P5760,1,863158026727927,0
商业险费改前,车损险,28,1,0,P5760,1,863158026727927,1
商业险费改前,三者险,28,1,0,P5760,1,863158026727927,0
商业险费改前,车上人员险驾驶,32,1,0,P5761,1,863158026730194,0
商业险费改前,三者险,32,1,0,P5761,1,863158026730194,0
商业险费改前,车上人员险乘客,32,1,0,P5761,1,863158026730194,0
商业险费改前,车损险,32,1,0,P5761,1,863158026730194,1
商业险费改前,车上人员险乘客,36,1,5,P5762,1,863158026706590,0
商业险费改前,三者险,36,1,5,P5762,1,863158026706590,0
商业险费改前,车上人员险驾驶,36,1,5,P5762,1,863158026706590,0
商业险费改前,车上人员险驾驶,26,2,0,P5763,1,863158026730566,0
商业险费改前,车上人员险乘客,26,2,0,P5763,1,863158026730566,0
商业险费改前,三者险,26,2,0,P5763,1,863158026730566,0
商业险费改前,车损险,26,2,0,P5763,1,863158026730566,1
商业险费改前,车上人员险乘客,54,1,3,P5764,1,863158026726572,0
商业险费改前,车损险,54,1,3,P5764,1,863158026726572,0
商业险费改前,盗抢险,54,1,3,P5764,1,863158026726572,0
商业险费改前,三者险,54,1,3,P5764,1,863158026726572,1
商业险费改前,车上人员险驾驶,54,1,3,P5764,1,863158026726572,0
商业险费改前,车损险,46,2,0,P5765,1,863158026724437,2
商业险费改前,盗抢险,46,2,0,P5765,0.997260273972603,863158026724437,0
商业险费改前,车上人员险乘客,46,2,0,P5765,1,863158026724437,0
商业险费改前,三者险,46,2,0,P5765,1,863158026724437,2
商业险费改前,车上人员险驾驶,46,2,0,P5765,1,863158026724437,0
商业险费改前,车上人员险驾驶,60,1,0,P5766,1,863158026722654,0
商业险费改前,车损险,60,1,0,P5766,1,863158026722654,1
商业险费改前,三者险,60,1,0,P5766,1,863158026722654,1
商业险费改前,车上人员险乘客,60,1,0,P5766,1,863158026722654,0
商业险费改前,车上人员险乘客,44,1,0,P5767,1,863158026715112,0
商业险费改前,三者险,44,1,0,P5767,1,863158026715112,0
商业险费改前,车损险,44,1,0,P5767,1,863158026715112,0
商业险费改前,车上人员险驾驶,44,1,0,P5767,1,863158026715112,0
商业险费改前,车上人员险乘客,36,1,6,P5768,1,863158026725152,0
商业险费改前,车上人员险驾驶,36,1,6,P5768,1,863158026725152,0
商业险费改前,三者险,36,1,6,P5768,1,863158026725152,1
商业险费改前,盗抢险,36,1,6,P5768,1,863158026725152,0
商业险费改前,车损险,36,1,6,P5768,1,863158026725152,2
商业险费改前,三者险,27,1,1,P5769,1,863158026732158,0
商业险费改前,车损险,27,1,1,P5769,1,863158026732158,1
商业险费改前,车上人员险驾驶,27,1,1,P5769,1,863158026732158,0
商业险费改前,车上人员险乘客,27,1,1,P5769,1,863158026732158,0
商业险费改前,三者险,33,2,2,P5770,1,863158026722373,0
商业险费改前,车上人员险驾驶,33,2,2,P5770,1,863158026722373,0
商业险费改前,车损险,33,2,2,P5770,1,863158026722373,0
商业险费改前,盗抢险,33,2,2,P5770,1,863158026722373,0
商业险费改前,车上人员险乘客,33,2,2,P5770,1,863158026722373,0
商业险费改前,车上人员险驾驶,43,1,1,P5771,1,863158026721888,0
商业险费改前,车上人员险乘客,43,1,1,P5771,1,863158026721888,0
商业险费改前,三者险,43,1,1,P5771,1,863158026721888,0
商业险费改前,车损险,43,1,1,P5771,1,863158026721888,0
商业险费改前,三者险,39,1,7,P5772,1,863158026704975,1
商业险费改前,车损险,39,1,7,P5772,1,863158026704975,1
商业险费改前,车上人员险乘客,39,1,7,P5772,1,863158026704975,0
商业险费改前,车上人员险驾驶,39,1,7,P5772,1,863158026704975,0
商业险费改前,车上人员险驾驶,40,2,0,P5773,1,863158026732307,0
商业险费改前,车上人员险乘客,40,2,0,P5773,1,863158026732307,0
商业险费改前,车损险,40,2,0,P5773,1,863158026732307,0
商业险费改前,三者险,40,2,0,P5773,1,863158026732307,0
商业险费改前,车损险,47,1,1,P5774,1,866699027795949,0
商业险费改前,三者险,47,1,1,P5774,1,866699027795949,0
商业险费改前,车上人员险驾驶,47,1,1,P5774,1,866699027795949,0
商业险费改前,车上人员险乘客,47,1,1,P5774,1,866699027795949,0
商业险费改前,车上人员险驾驶,27,2,2,P5775,1,863158020782142,0
商业险费改前,车上人员险乘客,27,2,2,P5775,1,863158020782142,0
商业险费改前,三者险,27,2,2,P5775,1,863158020782142,1
商业险费改前,车损险,27,2,2,P5775,1,863158020782142,2
商业险费改前,车损险,37,2,0,P5776,1,863158026731846,0
商业险费改前,车上人员险驾驶,37,2,0,P5776,1,863158026731846,0
商业险费改前,车上人员险乘客,37,2,0,P5776,1,863158026731846,0
商业险费改前,三者险,37,2,0,P5776,1,863158026731846,0
商业险费改前,车上人员险驾驶,34,2,0,P5777,1,863158026721995,0
商业险费改前,车上人员险乘客,34,2,0,P5777,1,863158026721995,0
商业险费改前,车损险,34,2,0,P5777,1,863158026721995,2
商业险费改前,三者险,34,2,0,P5777,1,863158026721995,2
商业险费改前,玻璃破碎险,34,2,0,P5777,1,863158026721995,0
商业险费改前,三者险,43,1,5,P5778,1,863158026727562,0
商业险费改前,车上人员险驾驶,43,1,5,P5778,1,863158026727562,0
商业险费改前,车上人员险乘客,43,1,5,P5778,1,863158026727562,0
商业险费改前,车损险,43,1,5,P5778,1,863158026727562,0
商业险费改前,车上人员险乘客,57,2,3,P5779,1,863158026723645,0
商业险费改前,车损险,57,2,3,P5779,1,863158026723645,1
商业险费改前,车上人员险驾驶,57,2,3,P5779,1,863158026723645,0
商业险费改前,三者险,57,2,3,P5779,1,863158026723645,0
商业险费改前,车上人员险乘客,42,1,4,P5780,1,863158026710014,0
商业险费改前,车损险,42,1,4,P5780,1,863158026710014,0
商业险费改前,三者险,42,1,4,P5780,1,863158026710014,0
商业险费改前,车上人员险驾驶,42,1,4,P5780,1,863158026710014,0
商业险费改前,车上人员险乘客,43,2,3,P5781,1,866699027796061,0
商业险费改前,车上人员险驾驶,43,2,3,P5781,1,866699027796061,0
商业险费改前,车损险,43,2,3,P5781,1,866699027796061,0
商业险费改前,三者险,43,2,3,P5781,1,866699027796061,0
商业险费改前,盗抢险,37,2,3,P5782,1,863158026733271,0
商业险费改前,车损险,37,2,3,P5782,1,863158026733271,1
商业险费改前,三者险,37,2,3,P5782,1,863158026733271,0
商业险费改前,车上人员险乘客,37,2,3,P5782,1,863158026733271,0
商业险费改前,车上人员险驾驶,37,2,3,P5782,1,863158026733271,0
商业险费改前,三者险,47,1,4,P5783,1,866699027794033,0
商业险费改前,车损险,47,1,4,P5783,1,866699027794033,0
商业险费改前,车上人员险驾驶,47,1,4,P5783,1,866699027794033,0
商业险费改前,车上人员险乘客,47,1,4,P5783,1,866699027794033,0
商业险费改前,车损险,34,2,6,P5784,1,863158026701666,0
商业险费改前,车上人员险乘客,34,2,6,P5784,1,863158026701666,0
商业险费改前,三者险,34,2,6,P5784,1,863158026701666,0
商业险费改前,车上人员险驾驶,34,2,6,P5784,1,863158026701666,0
商业险费改前,车上人员险乘客,34,2,1,P5785,1,863158026703225,0
商业险费改前,三者险,34,2,1,P5785,1,863158026703225,0
商业险费改前,车损险,34,2,1,P5785,1,863158026703225,2
商业险费改前,车上人员险驾驶,34,2,1,P5785,1,863158026703225,0
商业险费改前,车上人员险乘客,27,2,2,P5786,1,863158026734477,0
商业险费改前,三者险,27,2,2,P5786,1,863158026734477,1
商业险费改前,车损险,27,2,2,P5786,1,863158026734477,1
商业险费改前,车上人员险驾驶,27,2,2,P5786,1,863158026734477,0
商业险费改前,车上人员险驾驶,35,1,5,P5787,1,863158026723009,0
商业险费改前,车损险,35,1,5,P5787,1,863158026723009,0
商业险费改前,三者险,35,1,5,P5787,1,863158026723009,0
商业险费改前,车上人员险乘客,35,1,5,P5787,1,863158026723009,0
商业险费改前,三者险,35,1,5,P5788,1,863158026706707,0
商业险费改前,车上人员险乘客,35,1,5,P5788,1,863158026706707,0
商业险费改前,车损险,35,1,5,P5788,1,863158026706707,0
商业险费改前,车上人员险驾驶,35,1,5,P5788,1,863158026706707,0
商业险费改前,车上人员险驾驶,47,2,1,P5789,1,863158026713802,0
商业险费改前,三者险,47,2,1,P5789,1,863158026713802,1
商业险费改前,车损险,47,2,1,P5789,1,863158026713802,0
商业险费改前,车上人员险乘客,47,2,1,P5789,1,863158026713802,0
商业险费改前,车上人员险乘客,42,1,4,P5790,1,863158026723561,0
商业险费改前,三者险,42,1,4,P5790,1,863158026723561,0
商业险费改前,车损险,42,1,4,P5790,1,863158026723561,0
商业险费改前,车上人员险驾驶,42,1,4,P5790,1,863158026723561,0
商业险费改前,三者险,37,1,3,P5791,1,863158026713406,0
商业险费改前,车损险,37,1,3,P5791,1,863158026713406,1
商业险费改前,车上人员险驾驶,37,1,3,P5791,1,863158026713406,0
商业险费改前,车上人员险乘客,37,1,3,P5791,1,863158026713406,0
商业险费改前,三者险,34,1,1,P5792,1,863158026708430,0
商业险费改前,车损险,34,1,1,P5792,1,863158026708430,0
商业险费改前,车上人员险乘客,34,1,1,P5792,1,863158026708430,0
商业险费改前,车上人员险驾驶,34,1,1,P5792,1,863158026708430,0
商业险费改前,三者险,52,1,1,P5793,1,866699027793753,0
商业险费改前,车损险,52,1,1,P5793,1,866699027793753,1
商业险费改前,车上人员险驾驶,52,1,1,P5793,1,866699027793753,0
商业险费改前,车上人员险乘客,52,1,1,P5793,1,866699027793753,0
商业险费改前,车上人员险乘客,29,2,5,P5794,1,863158026724593,0
商业险费改前,车上人员险驾驶,29,2,5,P5794,1,863158026724593,0
商业险费改前,车损险,29,2,5,P5794,1,863158026724593,3
商业险费改前,三者险,29,2,5,P5794,1,863158026724593,0
商业险费改前,车上人员险乘客,29,1,2,P5795,1,863158026725103,0
商业险费改前,车损险,29,1,2,P5795,1,863158026725103,0
商业险费改前,车上人员险驾驶,29,1,2,P5795,1,863158026725103,0
商业险费改前,三者险,29,1,2,P5795,1,863158026725103,0
商业险费改前,车损险,46,2,6,P5796,1,863158026715195,1
商业险费改前,三者险,46,2,6,P5796,1,863158026715195,1
商业险费改前,车上人员险驾驶,63,1,1,P5797,1,863158026730442,0
商业险费改前,车上人员险乘客,63,1,1,P5797,1,863158026730442,0
商业险费改前,三者险,63,1,1,P5797,1,863158026730442,1
商业险费改前,车损险,63,1,1,P5797,1,863158026730442,1
商业险费改前,三者险,28,1,2,P5798,1,863158026704272,2
商业险费改前,车损险,28,1,2,P5798,1,863158026704272,2
商业险费改前,三者险,31,1,4,P5799,1,863158026711327,0
商业险费改前,车上人员险乘客,31,1,4,P5799,1,863158026711327,0
商业险费改前,车上人员险驾驶,31,1,4,P5799,1,863158026711327,0
商业险费改前,车损险,31,1,4,P5799,1,863158026711327,1
商业险费改前,三者险,34,2,3,P5800,1,863158026724015,0
商业险费改前,车上人员险驾驶,34,2,3,P5800,1,863158026724015,0
商业险费改前,车损险,34,2,3,P5800,1,863158026724015,1
商业险费改前,三者险,32,1,7,P5801,1,866699027795766,0
商业险费改前,车损险,32,1,7,P5801,1,866699027795766,1
商业险费改前,三者险,43,2,2,P5802,1,863158026724528,0
商业险费改前,三者险,41,2,6,P5803,1,863158026702797,0
商业险费改前,车上人员险驾驶,41,2,6,P5803,1,863158026702797,0
商业险费改前,车上人员险乘客,41,2,6,P5803,1,863158026702797,0
商业险费改前,车损险,41,2,6,P5803,1,863158026702797,0
商业险费改前,车损险,32,2,7,P5804,1,866699027796004,1
商业险费改前,三者险,32,2,7,P5804,1,866699027796004,0
商业险费改前,车损险,30,1,4,P5805,1,863158026727950,0
商业险费改前,三者险,30,1,4,P5805,1,863158026727950,0
商业险费改前,车上人员险驾驶,30,1,4,P5805,1,863158026727950,0
商业险费改前,车上人员险乘客,30,1,4,P5805,1,863158026727950,0
商业险费改前,三者险,47,1,7,P5806,1,863158026732901,0
商业险费改前,三者险,25,1,3,P5807,1,863158026708455,1
商业险费改前,车上人员险驾驶,25,1,3,P5807,1,863158026708455,0
商业险费改前,车损险,25,1,3,P5807,1,863158026708455,1
商业险费改前,车上人员险乘客,25,1,3,P5807,1,863158026708455,0
商业险费改前,三者险,40,1,8,P5808,1,863158026704975,1
商业险费改前,车上人员险驾驶,40,1,8,P5808,1,863158026704975,0
商业险费改前,车上人员险乘客,40,1,8,P5808,1,863158026704975,0
商业险费改前,车损险,40,1,8,P5808,1,863158026704975,1
商业险费改前,车上人员险驾驶,41,2,4,P5809,1,863158026723231,0
商业险费改前,三者险,41,2,4,P5809,1,863158026723231,0
商业险费改前,车损险,41,2,4,P5809,1,863158026723231,0
商业险费改前,车上人员险乘客,41,2,4,P5809,1,863158026723231,0
商业险费改前,车损险,29,2,1,P5810,1,863158026728388,1
商业险费改前,车上人员险乘客,29,2,1,P5810,1,863158026728388,0
商业险费改前,车上人员险驾驶,29,2,1,P5810,1,863158026728388,0
商业险费改前,三者险,29,2,1,P5810,1,863158026728388,0
商业险费改前,三者险,28,1,1,P5811,1,863158026732372,0
商业险费改前,车上人员险驾驶,28,1,1,P5811,1,863158026732372,0
商业险费改前,车上人员险乘客,28,1,1,P5811,1,863158026732372,0
商业险费改前,车损险,28,1,1,P5811,1,863158026732372,0
商业险费改前,三者险,45,1,2,P5812,1,863158026721888,0
商业险费改前,车损险,45,1,2,P5812,1,863158026721888,1
商业险费改前,车上人员险驾驶,45,1,2,P5812,1,863158026721888,0
商业险费改前,车上人员险乘客,45,1,2,P5812,1,863158026721888,0
商业险费改前,车上人员险乘客,29,1,0,P5813,1,863158026705444,0
商业险费改前,车损险,29,1,0,P5813,1,863158026705444,1
商业险费改前,车上人员险驾驶,29,1,0,P5813,1,863158026705444,0
商业险费改前,盗抢险,29,1,0,P5813,1,863158026705444,0
商业险费改前,三者险,29,1,0,P5813,1,863158026705444,1
商业险费改前,车损险,30,1,1,P5814,1,863158026724544,1
商业险费改前,车上人员险乘客,30,1,1,P5814,1,863158026724544,0
商业险费改前,三者险,30,1,1,P5814,1,863158026724544,0
商业险费改前,车上人员险乘客,41,2,1,P5815,1,863158026732307,0
商业险费改前,车上人员险驾驶,41,2,1,P5815,1,863158026732307,0
商业险费改前,车损险,41,2,1,P5815,1,863158026732307,0
商业险费改前,三者险,41,2,1,P5815,1,863158026732307,0
商业险费改前,三者险,48,1,2,P5816,1,866699027795949,0
商业险费改前,车上人员险乘客,48,1,2,P5816,1,866699027795949,0
商业险费改前,车上人员险驾驶,48,1,2,P5816,1,866699027795949,0
商业险费改前,车损险,48,1,2,P5816,1,866699027795949,0
商业险费改前,车上人员险驾驶,32,2,1,P5817,1,863158026710865,0
商业险费改前,三者险,32,2,1,P5817,1,863158026710865,0
商业险费改前,车上人员险乘客,32,2,1,P5817,1,863158026710865,0
商业险费改前,车损险,32,2,1,P5817,1,863158026710865,0
商业险费改前,车损险,30,2,3,P5818,1,863158026723314,0
商业险费改前,三者险,30,2,3,P5818,1,863158026723314,0
商业险费改前,车损险,29,2,1,P5819,1,863158026702805,0
商业险费改前,三者险,29,2,1,P5819,1,863158026702805,0
商业险费改前,车上人员险乘客,28,2,3,P5820,1,863158020782142,0
商业险费改前,三者险,28,2,3,P5820,1,863158020782142,1
商业险费改前,车损险,28,2,3,P5820,1,863158020782142,0
商业险费改前,车上人员险驾驶,28,2,3,P5820,1,863158020782142,0
商业险费改前,车损险,33,2,1,P5821,1,863158026721995,2
商业险费改前,车上人员险乘客,33,2,1,P5821,1,863158026721995,0
商业险费改前,盗抢险,33,2,1,P5821,1,863158026721995,0
商业险费改前,三者险,33,2,1,P5821,1,863158026721995,1
商业险费改前,车上人员险驾驶,33,2,1,P5821,1,863158026721995,0
商业险费改前,玻璃破碎险,33,2,1,P5821,1,863158026721995,0
商业险费改前,车损险,30,1,1,P5822,1,863158026727927,0
商业险费改前,车上人员险乘客,30,1,1,P5822,1,863158026727927,0
商业险费改前,三者险,30,1,1,P5822,1,863158026727927,0
商业险费改前,车上人员险驾驶,30,1,1,P5822,1,863158026727927,0
商业险费改前,玻璃破碎险,37,1,1,P5823,1,863158026708950,1
商业险费改前,车损险,37,1,1,P5823,1,863158026708950,0
商业险费改前,车上人员险驾驶,37,1,1,P5823,1,863158026708950,0
商业险费改前,三者险,37,1,1,P5823,1,863158026708950,0
商业险费改前,车上人员险乘客,37,1,1,P5823,1,863158026708950,0
商业险费改前,车损险,38,1,6,P5824,1,863158026706590,1
商业险费改前,三者险,38,1,6,P5824,1,863158026706590,1
商业险费改前,车上人员险驾驶,38,1,6,P5824,1,863158026706590,0
商业险费改前,车上人员险乘客,38,1,6,P5824,1,863158026706590,0
商业险费改前,三者险,58,2,4,P5825,1,863158026723645,0
商业险费改前,车上人员险驾驶,58,2,4,P5825,1,863158026723645,0
商业险费改前,车损险,58,2,4,P5825,1,863158026723645,0
商业险费改前,车上人员险乘客,58,2,4,P5825,1,863158026723645,0
商业险费改前,车上人员险驾驶,43,2,5,P5826,1,866699027788431,0
商业险费改前,车上人员险乘客,43,2,5,P5826,1,866699027788431,0
商业险费改前,车损险,43,2,5,P5826,1,866699027788431,2
商业险费改前,三者险,43,2,5,P5826,1,866699027788431,2
商业险费改前,车上人员险驾驶,43,1,5,P5827,1,863158026710014,0
商业险费改前,车上人员险乘客,43,1,5,P5827,1,863158026710014,0
商业险费改前,车损险,43,1,5,P5827,1,863158026710014,0
商业险费改前,三者险,43,1,5,P5827,1,863158026710014,0
商业险费改前,三者险,39,1,8,P5828,1,863158026707036,2
商业险费改前,车上人员险驾驶,33,2,1,P5829,1,863158026708497,0
商业险费改前,车损险,33,2,1,P5829,1,863158026708497,0
商业险费改前,玻璃破碎险,33,2,1,P5829,1,863158026708497,0
商业险费改前,车上人员险乘客,33,2,1,P5829,1,863158026708497,0
商业险费改前,三者险,33,2,1,P5829,1,863158026708497,0
商业险费改前,三者险,35,2,2,P5830,1,863158026703225,0
商业险费改前,车上人员险驾驶,35,2,2,P5830,1,863158026703225,0
商业险费改前,车损险,35,2,2,P5830,1,863158026703225,0
商业险费改前,车上人员险乘客,35,2,2,P5830,1,863158026703225,0
商业险费改前,车损险,29,2,4,P5831,1,863158026714321,0
商业险费改前,三者险,29,2,4,P5831,1,863158026714321,1
商业险费改前,车上人员险驾驶,48,1,5,P5832,1,866699027794033,0
商业险费改前,三者险,48,1,5,P5832,1,866699027794033,0
商业险费改前,车上人员险乘客,48,1,5,P5832,1,866699027794033,0
商业险费改前,车损险,48,1,5,P5832,1,866699027794033,0
商业险费改前,车上人员险驾驶,36,1,3,P5833,1,863158026704074,0
商业险费改前,车上人员险乘客,36,1,3,P5833,1,863158026704074,0
商业险费改前,车损险,36,1,3,P5833,1,863158026704074,0
商业险费改前,三者险,36,1,3,P5833,1,863158026704074,0
商业险费改前,车上人员险驾驶,36,1,6,P5834,1,863158026723009,0
商业险费改前,车上人员险乘客,36,1,6,P5834,1,863158026723009,0
商业险费改前,车损险,36,1,6,P5834,1,863158026723009,0
商业险费改前,三者险,36,1,6,P5834,1,863158026723009,0
商业险费改前,三者险,43,1,5,P5835,1,863158026723561,0
商业险费改前,车上人员险驾驶,43,1,5,P5835,1,863158026723561,0
商业险费改前,车损险,43,1,5,P5835,1,863158026723561,0
商业险费改前,车上人员险乘客,43,1,5,P5835,1,863158026723561,0
商业险费改前,三者险,36,1,6,P5836,1,863158026706707,0
商业险费改前,车损险,36,1,6,P5836,1,863158026706707,0
商业险费改前,车上人员险乘客,36,1,6,P5836,1,863158026706707,0
商业险费改前,车上人员险驾驶,36,1,6,P5836,1,863158026706707,0
商业险费改前,三者险,36,1,4,P5837,1,863158026708695,0
商业险费改前,车上人员险驾驶,36,1,4,P5837,1,863158026708695,0
商业险费改前,车损险,36,1,4,P5837,1,863158026708695,0
商业险费改前,车上人员险乘客,36,1,4,P5837,1,863158026708695,0
商业险费改前,车上人员险驾驶,51,1,1,P5838,1,863158026728941,0
商业险费改前,车损险,51,1,1,P5838,1,863158026728941,0
商业险费改前,三者险,51,1,1,P5838,1,863158026728941,0
商业险费改前,车上人员险乘客,51,1,1,P5838,1,863158026728941,0
商业险费改前,盗抢险,51,1,1,P5838,1,863158026728941,0
商业险费改前,车上人员险驾驶,29,2,1,P5839,1,863158026732430,0
商业险费改前,车损险,29,2,1,P5839,1,863158026732430,1
商业险费改前,车上人员险乘客,29,2,1,P5839,1,863158026732430,0
商业险费改前,三者险,29,2,1,P5839,1,863158026732430,0
商业险费改前,车损险,37,2,4,P5840,1,863158026725814,0
商业险费改前,三者险,37,2,4,P5840,1,863158026725814,0
商业险费改前,车上人员险驾驶,37,2,4,P5840,1,863158026725814,0
商业险费改前,车上人员险乘客,37,2,4,P5840,1,863158026725814,0
商业险费改前,车损险,30,2,6,P5841,1,863158026724593,1
商业险费改前,车上人员险驾驶,30,2,6,P5841,1,863158026724593,0
商业险费改前,三者险,30,2,6,P5841,1,863158026724593,0
商业险费改前,车上人员险乘客,30,2,6,P5841,1,863158026724593,0
商业险费改前,车上人员险驾驶,55,2,3,P5842,1,863158026703753,0
商业险费改前,车上人员险乘客,55,2,3,P5842,1,863158026703753,0
商业险费改前,三者险,55,2,3,P5842,1,863158026703753,0
商业险费改前,车损险,55,2,3,P5842,1,863158026703753,0
商业险费改前,三者险,27,1,2,P5843,1,863158026714842,0
商业险费改前,车损险,27,1,2,P5843,1,863158026714842,1
商业险费改前,车上人员险乘客,27,1,2,P5843,1,863158026714842,0
商业险费改前,车上人员险驾驶,27,1,2,P5843,1,863158026714842,0
商业险费改前,三者险,46,2,7,P5844,1,863158026715195,0
商业险费改前,车损险,46,2,7,P5844,1,863158026715195,0
商业险费改前,车上人员险乘客,32,1,5,P5845,1,863158026711327,0
商业险费改前,车损险,32,1,5,P5845,1,863158026711327,0
商业险费改前,车上人员险驾驶,32,1,5,P5845,1,863158026711327,0
商业险费改前,三者险,32,1,5,P5845,1,863158026711327,0
商业险费改前,三者险,33,2,8,P5846,0.00547945205479452,866699027796004,0
商业险费改前,三者险,31,1,4,P5847,1,863158026707499,0
商业险费改前,车损险,31,1,4,P5847,1,863158026707499,0
商业险费改前,车上人员险乘客,31,1,4,P5847,1,863158026707499,0
商业险费改前,车上人员险驾驶,31,1,4,P5847,1,863158026707499,0
商业险费改前,车损险,46,1,1,P5848,1,863158026715112,1
商业险费改前,车上人员险驾驶,46,1,1,P5848,1,863158026715112,0
商业险费改前,车上人员险乘客,46,1,1,P5848,1,863158026715112,0
商业险费改前,三者险,46,1,1,P5848,1,863158026715112,1
商业险费改前,三者险,29,1,3,P5849,1,863158026704272,0
商业险费改前,车上人员险驾驶,29,1,3,P5849,1,863158026704272,0
商业险费改前,车损险,29,1,3,P5849,1,863158026704272,0
商业险费改前,车上人员险乘客,42,2,7,P5850,1,863158026702797,0
商业险费改前,车上人员险驾驶,42,2,7,P5850,1,863158026702797,0
商业险费改前,三者险,42,2,7,P5850,1,863158026702797,0
商业险费改前,车损险,42,2,7,P5850,1,863158026702797,0
商业险费改前,三者险,43,2,3,P5851,1,863158026724528,1
商业险费改前,车损险,43,2,3,P5851,0.819178082191781,863158026724528,2
商业险费改前,车损险,31,1,5,P5852,1,863158026727950,1
商业险费改前,三者险,31,1,5,P5852,1,863158026727950,1
商业险费改前,车上人员险驾驶,31,1,5,P5852,1,863158026727950,0
商业险费改前,三者险,46,1,3,P5853,1,863158026721888,0
商业险费改前,车上人员险驾驶,46,1,3,P5853,1,863158026721888,0
商业险费改前,玻璃破碎险,46,1,3,P5853,1,863158026721888,0
商业险费改前,车损险,46,1,3,P5853,1,863158026721888,1
商业险费改前,车上人员险乘客,46,1,3,P5853,1,863158026721888,0
商业险费改前,三者险,41,1,9,P5854,1,863158026704975,0
商业险费改前,车上人员险乘客,41,1,9,P5854,1,863158026704975,0
商业险费改前,车损险,41,1,9,P5854,1,863158026704975,0
商业险费改前,车上人员险驾驶,41,1,9,P5854,1,863158026704975,0
商业险费改前,三者险,33,1,8,P5855,1,866699027795766,0
商业险费改前,车损险,33,1,8,P5855,1,866699027795766,0
商业险费改前,三者险,48,1,8,P5856,1,863158026732901,0
商业险费改前,车损险,43,2,5,P5857,1,863158026723231,0
商业险费改前,三者险,43,2,5,P5857,1,863158026723231,0
商业险费改前,三者险,26,1,4,P5858,1,863158026708455,1
商业险费改前,车损险,26,1,4,P5858,1,863158026708455,2
商业险费改前,车上人员险驾驶,26,1,4,P5858,1,863158026708455,0
商业险费改前,车上人员险乘客,26,1,4,P5858,1,863158026708455,0
商业险费改前,车损险,30,1,3,P5859,1,863158026722530,1
商业险费改前,三者险,30,1,3,P5859,1,863158026722530,1
商业险费改前,车上人员险乘客,30,1,3,P5859,1,863158026722530,0
商业险费改前,车上人员险驾驶,30,1,3,P5859,1,863158026722530,0
商业险费改前,三者险,29,1,2,P5860,1,863158026732372,2
商业险费改前,车损险,29,1,2,P5860,1,863158026732372,1
商业险费改前,车上人员险乘客,29,1,2,P5860,1,863158026732372,0
商业险费改前,车上人员险驾驶,29,1,2,P5860,1,863158026732372,0
商业险费改前,车上人员险乘客,30,2,2,P5861,1,863158026728388,0
商业险费改前,车上人员险驾驶,30,2,2,P5861,1,863158026728388,0
商业险费改前,车损险,30,2,2,P5861,1,863158026728388,0
商业险费改前,三者险,30,2,2,P5861,1,863158026728388,0
商业险费改前,车上人员险乘客,30,1,1,P5862,1,863158026705444,0
商业险费改前,车上人员险驾驶,30,1,1,P5862,1,863158026705444,0
商业险费改前,三者险,30,1,1,P5862,1,863158026705444,0
商业险费改前,车损险,30,1,1,P5862,1,863158026705444,1
商业险费改前,车上人员险乘客,51,1,4,P5863,1,863158026731317,0
商业险费改前,车上人员险驾驶,51,1,4,P5863,1,863158026731317,0
商业险费改前,三者险,51,1,4,P5863,1,863158026731317,1
商业险费改前,车损险,51,1,4,P5863,1,863158026731317,1
商业险费改前,车上人员险驾驶,33,2,2,P5864,1,863158026710865,0
商业险费改前,三者险,33,2,2,P5864,1,863158026710865,0
商业险费改前,车损险,33,2,2,P5864,1,863158026710865,0
商业险费改前,车上人员险乘客,33,2,2,P5864,1,863158026710865,0
